dataset,dataelement,shortname,code,categoryoptioncombo,dataelementuid,categoryoptioncombouid
2020 PHUF4 - Community Interventions,Diarrhoea treated in community with ORS only <24 hours,Diarrhoea treated in comty with ORS only <24rs,DIARRHOEA_TREATED_COMM_ORS_ONLY_U24H,default,OH1K9eTWpFg,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Diarrhoea treated in community with ORS only >24 hours,Diarrhoea treated in comty with ORS only >24rs,DIARRHOEA_TREATED_COMM_ORS_ONLY_O24H,default,rGwuD5TXWEp,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Fever case in community (Suspected Malaria),Fever case in cmty (Suspected Malaria),FEVER_COMM_SUSP_MALARIA,0-59m_X,wfaQBIVQxWo,m5T8uBNB8aN
2020 PHUF4 - Community Interventions,Fever case in community (Suspected Malaria),Fever case in cmty (Suspected Malaria),FEVER_COMM_SUSP_MALARIA,15+y_X,wfaQBIVQxWo,zK1aiw8zFac
2020 PHUF4 - Community Interventions,Fever case in community (Suspected Malaria),Fever case in cmty (Suspected Malaria),FEVER_COMM_SUSP_MALARIA,5-14y_X,wfaQBIVQxWo,j7j6iaknOFn
2020 PHUF4 - Community Interventions,Fever case in community - suspected Malaria referred_X,Fever cmty suspected Mal ref,FEVER_CMTY_SUSP_MALARA_REF,default,VjclbawdmUM,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Negative,Fever case in cmty tested for Mal (RTD) Neg,FEVER_COMM_TESTED_MAL_RTD_NEG,0-59m_X,auRYQrnH5oE,m5T8uBNB8aN
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Negative,Fever case in cmty tested for Mal (RTD) Neg,FEVER_COMM_TESTED_MAL_RTD_NEG,15+y_X,auRYQrnH5oE,zK1aiw8zFac
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Negative,Fever case in cmty tested for Mal (RTD) Neg,FEVER_COMM_TESTED_MAL_RTD_NEG,5-14y_X,auRYQrnH5oE,j7j6iaknOFn
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Negative referred_X,Fever cmty tested Malaria (RTD) Neg ref,FEVER_CMTY_TESTED_MALARIA_RDT_NEG_REF,default,uwM3wLnH8Rk,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Positive,Fever case in cmty tested for Mal (RTD) Pos,FEVER_COMM_TESTED_MAL_RTD_POS,0-59m_X,PRBL1VCzRcP,m5T8uBNB8aN
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Positive,Fever case in cmty tested for Mal (RTD) Pos,FEVER_COMM_TESTED_MAL_RTD_POS,15+y_X,PRBL1VCzRcP,zK1aiw8zFac
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Positive,Fever case in cmty tested for Mal (RTD) Pos,FEVER_COMM_TESTED_MAL_RTD_POS,5-14y_X,PRBL1VCzRcP,j7j6iaknOFn
2020 PHUF4 - Community Interventions,Fever case in community tested for Malaria (RDT) - Positive referred_X,Fever cmty tested Malaria (RTD) Pos ref,FEVER_CMTY_TESTED_MALARIA_RDT_POS_REF,default,YpvBZZkeLvn,p6gxExvVbwI
2020 PHUF4 - Community Interventions,IRS Communities covered,IRS Communities covered,IRS_COMMUNITIES_COVERED,default,IGsCAE2EgVK,p6gxExvVbwI
2020 PHUF4 - Community Interventions,IRS Structures sprayed,IRS Structures sprayed,IRS_STRUCTURES_SPRAYED,default,eGlSbSyaPU5,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Immunisation counselling sessions CHWs conducted during MNCH home visits (epi),Immunisation counselling MNCH home visits (epi),EPI_COUNSEL_SESSION_HOME_VISIT,default,qLDaR8ljWMm,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Live birth in community,Live birth in comm,LIVE_BIRTH_COMM,default,VKD69tkbD45,p6gxExvVbwI
2020 PHUF4 - Community Interventions,MNCH home visits CHW made (epi),MNCH home visits CHW made (epi),MNCH_HOME_VISITS_BY_CHW,default,gOyHi0hZH3H,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT <24 hours,Malaria treated in comm with ACT <24 hrs,MALARIA_TREATED_COMM_ACT_U24H,0-59m_X,pTztvfZsVHZ,m5T8uBNB8aN
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT <24 hours,Malaria treated in comm with ACT <24 hrs,MALARIA_TREATED_COMM_ACT_U24H,15+y_X,pTztvfZsVHZ,zK1aiw8zFac
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT <24 hours,Malaria treated in comm with ACT <24 hrs,MALARIA_TREATED_COMM_ACT_U24H,5-14y_X,pTztvfZsVHZ,j7j6iaknOFn
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT <24 hours referred_X,Malaria treated in comm with ACT <24 hrs ref,MALARIA_TREATED_COMM_ACT_U24H_REF,default,nW7NmnBTvXh,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT >24 hours,Malaria treated in comm with ACT >24 hrs,MALARIA_TREATED_COMM_ACT_O24H,0-59m_X,J98a50sJvpt,m5T8uBNB8aN
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT >24 hours,Malaria treated in comm with ACT >24 hrs,MALARIA_TREATED_COMM_ACT_O24H,15+y_X,J98a50sJvpt,zK1aiw8zFac
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT >24 hours,Malaria treated in comm with ACT >24 hrs,MALARIA_TREATED_COMM_ACT_O24H,5-14y_X,J98a50sJvpt,j7j6iaknOFn
2020 PHUF4 - Community Interventions,Malaria treated in community with ACT >24 hours referred_X,Malaria treated in comm with ACT >24 hrs ref,MALARIA_TREATED_COMM_ACT_O24H_REF,default,J6QtbI7gIFS,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Measles suspected in community,Measles suspected,MEASLES_SUSPECTED_COMM,default,cffwED0v0bI,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Mother delivered in facility,Mother delivered in facility,MOTHER_DELIVERED_FAC,default,vhD9JIWzuct,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Neonatal Tetanus in community,Neonatal Tetanus,NEONATAL_TETANUS_COMM,default,BrXcUUifN7C,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Newborn referred,Newborn referred,NEWBORN_REFERRED,default,PlC1bielzW2,p6gxExvVbwI
2020 PHUF4 - Community Interventions,PHUs that gave list of child defaulters to CHW/PS (epi),PHUs child defaulters to CHW/PS (epi),PHU_LIST_CHILD_DEFAULTERS_CHW_PS,default,nu7hl4pJKPN,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Polio suspected in community,Polio suspected,POLIO_SUSPECTED_COMM,default,IeLFcjY3A8Z,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Postnatal care 1st promotional visit (24-48 hours),Postnatal care 1st promo visit (24-48 hrs),POSTNATAL1_PROMO_VISIT_24_48H,default,fPqbb4Om8HA,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Postnatal care 2nd promotional visit (3-5 days),Postnatal care 2nd promo visit (3-5 days),POSTNATAL2_PROMO_VISIT_3_5D,default,KnP2AwDDbzb,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Postnatal care 3rd promotional visit (6+ days),Postnatal care 3rd promo visit (6+ days),POSTNATAL3_PROMO_VISIT_6PD,default,PqP65zq3jZT,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Postnatal child visit at 1 month in community,Child visit at 1 month,CHILD_VISIT_1M_COMM,default,XnmqDZFP9zo,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Postnatal client referred,Postnatal client referred,POSTNATAL_CLIENT_REF,default,LPYVz9wtgLx,p6gxExvVbwI
2020 PHUF4 - Community Interventions,Yellow eyes with fever in community,Yellow eyes with fever,YELLOW_EYES_FEVER_COMM,default,XK9G4GUc6yO,p6gxExvVbwI
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_ABC_600MG_3TC_300MG_ATVR_300_100MG_LINE2,Defaulters,IRHRZOd3MGI,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_ABC_600MG_3TC_300MG_ATVR_300_100MG_LINE2,New Patients,IRHRZOd3MGI,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_ABC_600MG_3TC_300MG_ATVR_300_100MG_LINE2,Old Patients,IRHRZOd3MGI,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA ABC 600mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_ABC_600MG_3TC_300MG_ATVR_300_100MG_LINE2,Patients Transferred In,IRHRZOd3MGI,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 1st line,AA ABC 600mg / 3TC 300mg + DTG 50mg 1st,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE1,Defaulters,Jvnu5QTHMUO,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 1st line,AA ABC 600mg / 3TC 300mg + DTG 50mg 1st,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE1,New Patients,Jvnu5QTHMUO,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 1st line,AA ABC 600mg / 3TC 300mg + DTG 50mg 1st,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE1,Old Patients,Jvnu5QTHMUO,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 1st line,AA ABC 600mg / 3TC 300mg + DTG 50mg 1st,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE1,Patients Transferred In,Jvnu5QTHMUO,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 2nd line,AA ABC 600mg / 3TC 300mg + DTG 50mg 2nd,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE2,Defaulters,vWowXq1UqYM,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 2nd line,AA ABC 600mg / 3TC 300mg + DTG 50mg 2nd,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE2,New Patients,vWowXq1UqYM,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 2nd line,AA ABC 600mg / 3TC 300mg + DTG 50mg 2nd,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE2,Old Patients,vWowXq1UqYM,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + DTG 50mg 2nd line,AA ABC 600mg / 3TC 300mg + DTG 50mg 2nd,AA_ABC_600MG_3TC_300MG_DTG_50MG_LINE2,Patients Transferred In,vWowXq1UqYM,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_600MG_3TC_300MG_LPVR_200_50MG_LINE2,Defaulters,PtA16u3YJfO,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_600MG_3TC_300MG_LPVR_200_50MG_LINE2,New Patients,PtA16u3YJfO,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_600MG_3TC_300MG_LPVR_200_50MG_LINE2,Old Patients,PtA16u3YJfO,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA ABC 600mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_600MG_3TC_300MG_LPVR_200_50MG_LINE2,Patients Transferred In,PtA16u3YJfO,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd line,AA AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_150MG_ATVR_300_100MG_LINE2,Defaulters,WEiJiguoTO9,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd line,AA AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_150MG_ATVR_300_100MG_LINE2,New Patients,WEiJiguoTO9,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd line,AA AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_150MG_ATVR_300_100MG_LINE2,Old Patients,WEiJiguoTO9,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd line,AA AZT 300mg / 3TC 150mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_150MG_ATVR_300_100MG_LINE2,Patients Transferred In,WEiJiguoTO9,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + DTG 50mg 2nd line,AA AZT 300mg / 3TC 150mg + DTG 50mg 2nd,AA_AZT_300MG_3TC_150MG_DTG_50MG_LINE2,Defaulters,Jz739a4JShw,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + DTG 50mg 2nd line,AA AZT 300mg / 3TC 150mg + DTG 50mg 2nd,AA_AZT_300MG_3TC_150MG_DTG_50MG_LINE2,New Patients,Jz739a4JShw,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + DTG 50mg 2nd line,AA AZT 300mg / 3TC 150mg + DTG 50mg 2nd,AA_AZT_300MG_3TC_150MG_DTG_50MG_LINE2,Old Patients,Jz739a4JShw,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + DTG 50mg 2nd line,AA AZT 300mg / 3TC 150mg + DTG 50mg 2nd,AA_AZT_300MG_3TC_150MG_DTG_50MG_LINE2,Patients Transferred In,Jz739a4JShw,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + EFV 600mg 1st line,AA AZT 300mg / 3TC 150mg + EFV 600mg 1st,AA_AZT_300MG_3TC_150MG_EFV_600MG_LINE1,Defaulters,NApdVHVkQ2a,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + EFV 600mg 1st line,AA AZT 300mg / 3TC 150mg + EFV 600mg 1st,AA_AZT_300MG_3TC_150MG_EFV_600MG_LINE1,New Patients,NApdVHVkQ2a,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + EFV 600mg 1st line,AA AZT 300mg / 3TC 150mg + EFV 600mg 1st,AA_AZT_300MG_3TC_150MG_EFV_600MG_LINE1,Old Patients,NApdVHVkQ2a,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + EFV 600mg 1st line,AA AZT 300mg / 3TC 150mg + EFV 600mg 1st,AA_AZT_300MG_3TC_150MG_EFV_600MG_LINE1,Patients Transferred In,NApdVHVkQ2a,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd line,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_LINE2,Defaulters,jfbAOj9vpOW,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd line,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_LINE2,New Patients,jfbAOj9vpOW,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd line,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_LINE2,Old Patients,jfbAOj9vpOW,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd line,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_LINE2,Patients Transferred In,jfbAOj9vpOW,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_PEP,Defaulters,nppxTd9M2O9,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_PEP,New Patients,nppxTd9M2O9,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_PEP,Old Patients,nppxTd9M2O9,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA AZT 300mg / 3TC 150mg + LPV/r 200/50mg PEP,AA_ABC_300MG_3TC_150MG_LPVR_200_50MG_PEP,Patients Transferred In,nppxTd9M2O9,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg / NVP 200mg 1st line,AA AZT 300mg / 3TC 150mg / NVP 200mg 1st,AA_AZT_300MG_3TC_150MG_NVP_200MG_LINE1,Defaulters,V8iVGtU5599,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg / NVP 200mg 1st line,AA AZT 300mg / 3TC 150mg / NVP 200mg 1st,AA_AZT_300MG_3TC_150MG_NVP_200MG_LINE1,New Patients,V8iVGtU5599,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg / NVP 200mg 1st line,AA AZT 300mg / 3TC 150mg / NVP 200mg 1st,AA_AZT_300MG_3TC_150MG_NVP_200MG_LINE1,Old Patients,V8iVGtU5599,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult AZT 300mg / 3TC 150mg / NVP 200mg 1st line,AA AZT 300mg / 3TC 150mg / NVP 200mg 1st,AA_AZT_300MG_3TC_150MG_NVP_200MG_LINE1,Patients Transferred In,V8iVGtU5599,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_300MG_ATVR_300_100MG_LINE2,Defaulters,Wu09VBgiyA9,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_300MG_ATVR_300_100MG_LINE2,New Patients,Wu09VBgiyA9,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_300MG_ATVR_300_100MG_LINE2,Old Patients,Wu09VBgiyA9,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd line,AA TDF 300mg / 3TC 300mg + ATV/r 300/100mg 2nd,AA_AZT_300MG_3TC_300MG_ATVR_300_100MG_LINE2,Patients Transferred In,Wu09VBgiyA9,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_300MG_LPVR_200_50MG_LINE2,Defaulters,moFGYGzyemP,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_300MG_LPVR_200_50MG_LINE2,New Patients,moFGYGzyemP,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_300MG_LPVR_200_50MG_LINE2,Old Patients,moFGYGzyemP,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd line,AA TDF 300mg / 3TC 300mg + LPV/r 200/50mg 2nd,AA_ABC_300MG_3TC_300MG_LPVR_200_50MG_LINE2,Patients Transferred In,moFGYGzyemP,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg 2nd line,AA TDF 300mg / 3TC 300mg / DTG 50mg 2nd,AA_AZT_300MG_3TC_300MG_DTG_50MG_LINE2,Defaulters,VQ0mhPxECSh,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg 2nd line,AA TDF 300mg / 3TC 300mg / DTG 50mg 2nd,AA_AZT_300MG_3TC_300MG_DTG_50MG_LINE2,New Patients,VQ0mhPxECSh,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg 2nd line,AA TDF 300mg / 3TC 300mg / DTG 50mg 2nd,AA_AZT_300MG_3TC_300MG_DTG_50MG_LINE2,Old Patients,VQ0mhPxECSh,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg 2nd line,AA TDF 300mg / 3TC 300mg / DTG 50mg 2nd,AA_AZT_300MG_3TC_300MG_DTG_50MG_LINE2,Patients Transferred In,VQ0mhPxECSh,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg Antenatal,AA TDF 300mg / 3TC 300mg / DTG 50mg ANC,AA_AZT_300MG_3TC_300MG_DTG_50MG_ANC,Defaulters,f31YHZRNZCU,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg Antenatal,AA TDF 300mg / 3TC 300mg / DTG 50mg ANC,AA_AZT_300MG_3TC_300MG_DTG_50MG_ANC,New Patients,f31YHZRNZCU,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg Antenatal,AA TDF 300mg / 3TC 300mg / DTG 50mg ANC,AA_AZT_300MG_3TC_300MG_DTG_50MG_ANC,Old Patients,f31YHZRNZCU,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg Antenatal,AA TDF 300mg / 3TC 300mg / DTG 50mg ANC,AA_AZT_300MG_3TC_300MG_DTG_50MG_ANC,Patients Transferred In,f31YHZRNZCU,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA_AZT_300MG_3TC_300MG_DTG_50MG_PEP,Defaulters,OpdV8Snh5sD,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA_AZT_300MG_3TC_300MG_DTG_50MG_PEP,New Patients,OpdV8Snh5sD,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA_AZT_300MG_3TC_300MG_DTG_50MG_PEP,Old Patients,OpdV8Snh5sD,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA TDF 300mg / 3TC 300mg / DTG 50mg PEP,AA_AZT_300MG_3TC_300MG_DTG_50MG_PEP,Patients Transferred In,OpdV8Snh5sD,ScgD2faOq7k
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / EFV 400mg Antenatal,AA TDF 300mg / 3TC 300mg / EFV 400mg ANC,AA_AZT_300MG_3TC_300MG_EFV_400MG_ANC,Defaulters,KrSNO6KhnUq,JCA0CxCdoOk
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / EFV 400mg Antenatal,AA TDF 300mg / 3TC 300mg / EFV 400mg ANC,AA_AZT_300MG_3TC_300MG_EFV_400MG_ANC,New Patients,KrSNO6KhnUq,ePTOUKQSYhM
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / EFV 400mg Antenatal,AA TDF 300mg / 3TC 300mg / EFV 400mg ANC,AA_AZT_300MG_3TC_300MG_EFV_400MG_ANC,Old Patients,KrSNO6KhnUq,zR1oZJmhmGO
2021_NACP Adult HIV/AIDS - HF9,ARV Adult TDF 300mg / 3TC 300mg / EFV 400mg Antenatal,AA TDF 300mg / 3TC 300mg / EFV 400mg ANC,AA_AZT_300MG_3TC_300MG_EFV_400MG_ANC,Patients Transferred In,KrSNO6KhnUq,ScgD2faOq7k
